ACCOUNTID,CUSTOMERID,ACCOUNTTYPE,ACCOUNTSTATUS,OPENDATE,CLOSEDATE
10528,528,Checking,Dormant,2018-04-01,
10529,529,Savings,Active,2021-09-09,2024-11-13
10530,530,Savings,Active,2022-02-04,
10531,531,Savings,Dormant,2022-09-18,2024-11-13
10532,532,Checking,Dormant,2022-12-17,2024-11-13
10533,533,Savings,Active,2024-03-24,2024-11-13
10534,534,Savings,Dormant,2021-10-31,2024-11-13
10535,535,Savings,Active,2017-12-18,2024-11-13
10536,536,Savings,Active,2019-07-24,2024-11-13
10537,537,Checking,Dormant,2019-07-08,
10538,538,Checking,Active,2020-08-07,2024-11-13
10539,539,Savings,Active,2017-05-13,2024-11-13
10540,540,Checking,Active,2021-01-09,2024-11-13
10541,541,Savings,Dormant,2017-09-03,2024-11-13
10542,542,Savings,Dormant,2020-06-18,2024-11-13
10543,543,Checking,Dormant,2019-11-19,2024-11-13
10544,544,Savings,Active,2019-06-19,2024-11-13
10545,545,Checking,Dormant,2020-10-02,2024-11-13
10546,546,Savings,Active,2019-09-08,
10547,547,Checking,Dormant,2021-08-31,2024-11-13
10548,548,Checking,Active,2020-12-03,2024-11-13
10549,549,Checking,Dormant,2021-01-09,2024-11-13
10550,550,Checking,Dormant,2019-01-16,2024-11-13
10551,551,Savings,Active,2015-06-24,2024-11-13
10552,552,Savings,Dormant,2019-02-21,
10553,553,Checking,Active,2017-10-24,2024-11-13
10554,554,Savings,Active,2017-02-01,2024-11-13
10555,555,Savings,Dormant,2023-06-05,2024-11-13
10556,556,Checking,Active,2018-10-19,2024-11-13
10557,557,Checking,Active,2018-09-21,2024-11-13
10558,558,Savings,Dormant,2016-11-24,2024-11-13
10559,559,Savings,Dormant,2018-04-08,2024-11-13
10560,560,Savings,Dormant,2021-01-08,2024-11-13
10561,561,Savings,Dormant,2017-05-30,
10562,562,Checking,Dormant,2024-05-20,2024-11-13
10563,563,Checking,Dormant,2021-01-30,2024-11-13
10564,564,Savings,Active,2024-06-05,2024-11-13
10565,565,Savings,Dormant,2018-05-22,2024-11-13
10566,566,Savings,Active,2024-11-12,2024-11-13
10567,567,Checking,Active,2018-07-13,2024-11-13
10568,568,Checking,Active,2018-05-07,
10569,569,Checking,Dormant,2022-08-11,2024-11-13
10570,570,Savings,Dormant,2021-03-06,2024-11-13
10571,571,Savings,Dormant,2020-12-24,
10572,572,Savings,Dormant,2017-07-24,2024-11-13
10573,573,Checking,Active,2022-12-20,2024-11-13
10574,574,Checking,Active,2024-05-08,
10575,575,Savings,Active,2020-01-16,2024-11-13
10576,576,Savings,Dormant,2024-02-18,2024-11-13
10577,577,Savings,Active,2015-02-19,2024-11-13
10578,578,Savings,Active,2021-03-11,2024-11-13
10579,579,Savings,Dormant,2021-03-08,2024-11-13
10580,580,Savings,Dormant,2015-03-19,2024-11-13
10581,581,Checking,Dormant,2024-09-23,
10582,582,Savings,Active,2019-11-20,2024-11-13
10583,583,Checking,Dormant,2020-02-26,
10584,584,Checking,Active,2016-09-19,2024-11-13
10585,585,Checking,Dormant,2023-01-03,2024-11-13
10586,586,Savings,Active,2016-02-25,2024-11-13
10587,587,Savings,Dormant,2021-02-15,2024-11-13
10588,588,Checking,Active,2020-10-30,2024-11-13
10589,589,Savings,Dormant,2016-03-26,2024-11-13
10590,590,Savings,Dormant,2022-06-19,2024-11-13
10591,591,Savings,Dormant,2017-12-19,2024-11-13
10592,592,Checking,Active,2021-10-30,2024-11-13
10593,593,Checking,Active,2023-08-11,2024-11-13
10594,594,Savings,Dormant,2015-01-31,2024-11-13
10595,595,Savings,Active,2023-12-18,2024-11-13
10596,596,Savings,Active,2018-04-18,
10597,597,Savings,Active,2018-04-27,2024-11-13
10598,598,Savings,Dormant,2024-04-25,2024-11-13
10599,599,Savings,Active,2022-01-23,2024-11-13
10600,600,Savings,Dormant,2020-11-24,2024-11-13
10601,601,Checking,Dormant,2014-12-08,2024-11-13
10602,602,Savings,Dormant,2024-09-24,2024-11-13
10603,603,Savings,Dormant,2022-04-28,2024-11-13
10604,604,Checking,Active,2016-12-04,2024-11-13
10605,605,Checking,Active,2020-04-11,
10606,606,Savings,Active,2024-06-27,2024-11-13
10607,607,Checking,Dormant,2016-07-01,2024-11-13
10608,608,Savings,Dormant,2020-04-12,2024-11-13
10609,609,Savings,Dormant,2019-12-29,
10610,610,Checking,Active,2016-02-16,2024-11-13
10611,611,Savings,Active,2015-12-05,2024-11-13
10612,612,Savings,Active,2022-02-07,2024-11-13
10613,613,Checking,Active,2015-03-11,2024-11-13
10614,614,Savings,Active,2020-01-15,2024-11-13
10615,615,Checking,Dormant,2019-08-22,2024-11-13
10616,616,Checking,Active,2019-06-30,
10617,617,Savings,Active,2017-04-16,2024-11-13
10618,618,Checking,Active,2020-02-21,
10619,619,Checking,Dormant,2024-03-07,2024-11-13
10620,620,Checking,Active,2016-09-05,
10621,621,Checking,Active,2022-12-20,2024-11-13
10622,622,Checking,Dormant,2021-11-10,
10623,623,Checking,Dormant,2017-02-12,2024-11-13
10624,624,Checking,Active,2018-11-28,
10625,625,Checking,Active,2017-07-02,2024-11-13
10626,626,Savings,Active,2016-11-22,2024-11-13
10627,627,Savings,Dormant,2024-03-10,2024-11-13
10628,628,Checking,Dormant,2017-05-21,2024-11-13
10629,629,Checking,Active,2014-12-01,2024-11-13
10630,630,Checking,Dormant,2023-10-05,2024-11-13
10631,631,Checking,Dormant,2015-10-17,
10632,632,Checking,Active,2024-07-02,
10633,633,Savings,Active,2019-08-19,
10634,634,Checking,Active,2020-06-02,2024-11-13
10635,635,Savings,Active,2021-10-22,2024-11-13
10636,636,Savings,Active,2023-03-02,2024-11-13
10637,637,Savings,Dormant,2022-07-15,
10638,638,Checking,Dormant,2020-10-19,2024-11-13
10639,639,Savings,Active,2024-07-12,2024-11-13
10640,640,Checking,Dormant,2017-04-14,2024-11-13
10641,641,Checking,Active,2016-08-21,2024-11-13
10642,642,Checking,Dormant,2019-03-06,2024-11-13
10643,643,Savings,Active,2019-10-13,
10644,644,Checking,Active,2024-07-07,2024-11-13
10645,645,Savings,Active,2021-01-03,2024-11-13
10646,646,Savings,Dormant,2016-10-30,2024-11-13
10647,647,Savings,Dormant,2023-10-01,2024-11-13
10648,648,Checking,Active,2015-10-23,2024-11-13
10649,649,Savings,Dormant,2018-05-04,2024-11-13
10650,650,Checking,Dormant,2017-05-07,2024-11-13
10651,651,Savings,Active,2015-07-22,2024-11-13
10652,652,Savings,Active,2020-03-31,2024-11-13
10653,653,Savings,Dormant,2023-04-07,2024-11-13
10654,654,Savings,Dormant,2015-04-03,2024-11-13
10655,655,Checking,Active,2021-04-10,2024-11-13
10656,656,Checking,Active,2015-10-05,2024-11-13
10657,657,Savings,Active,2024-04-11,2024-11-13
10658,658,Checking,Dormant,2019-10-30,2024-11-13
10659,659,Savings,Dormant,2021-02-02,2024-11-13
10660,660,Checking,Active,2018-07-18,2024-11-13
10661,661,Checking,Active,2016-01-20,2024-11-13
10662,662,Savings,Active,2015-01-11,2024-11-13
10663,663,Checking,Dormant,2019-07-17,2024-11-13
10664,664,Checking,Active,2015-05-26,2024-11-13
10665,665,Savings,Active,2017-07-23,2024-11-13
10666,666,Savings,Active,2019-10-19,
10667,667,Checking,Active,2015-10-25,2024-11-13
10668,668,Savings,Active,2018-12-31,2024-11-13
10669,669,Savings,Active,2019-12-20,2024-11-13
10670,670,Checking,Dormant,2021-12-15,2024-11-13
10671,671,Savings,Active,2024-03-07,2024-11-13
10672,672,Checking,Active,2020-04-01,2024-11-13
10673,673,Savings,Dormant,2021-09-05,2024-11-13
10674,674,Checking,Active,2019-08-17,2024-11-13
10675,675,Savings,Dormant,2021-01-28,2024-11-13
10676,676,Checking,Dormant,2021-10-29,2024-11-13
10677,677,Savings,Active,2016-07-20,2024-11-13
10678,678,Checking,Dormant,2018-06-30,2024-11-13
10679,679,Savings,Active,2021-11-22,2024-11-13
10680,680,Savings,Active,2020-09-15,2024-11-13
10681,681,Savings,Dormant,2018-09-16,2024-11-13
10682,682,Savings,Dormant,2023-07-13,2024-11-13
10683,683,Checking,Active,2020-02-03,2024-11-13
10684,684,Savings,Dormant,2019-11-07,2024-11-13
10685,685,Checking,Active,2018-04-28,
10686,686,Checking,Dormant,2017-10-01,2024-11-13
10687,687,Checking,Dormant,2015-11-22,2024-11-13
10688,688,Savings,Dormant,2019-09-10,2024-11-13
10689,689,Checking,Active,2022-04-22,2024-11-13
10690,690,Checking,Dormant,2015-07-08,2024-11-13
10691,691,Checking,Dormant,2023-11-08,2024-11-13
10692,692,Savings,Dormant,2016-12-12,2024-11-13
10693,693,Savings,Dormant,2016-09-05,2024-11-13
10694,694,Checking,Dormant,2019-09-06,2024-11-13
10695,695,Checking,Active,2020-07-15,2024-11-13
10696,696,Checking,Dormant,2019-12-23,2024-11-13
10697,697,Savings,Dormant,2024-08-23,
10698,698,Checking,Active,2021-03-13,2024-11-13
10699,699,Savings,Active,2016-04-24,2024-11-13
10700,700,Savings,Dormant,2021-05-26,2024-11-13
10701,701,Savings,Active,2020-03-02,2024-11-13
10702,702,Checking,Dormant,2024-09-03,2024-11-13
10703,703,Savings,Dormant,2017-11-11,2024-11-13
10704,704,Savings,Dormant,2015-09-26,2024-11-13
10705,705,Checking,Active,2022-08-29,2024-11-13
10706,706,Checking,Dormant,2019-04-18,2024-11-13
10707,707,Savings,Active,2016-04-09,2024-11-13
10708,708,Savings,Dormant,2022-04-14,2024-11-13
10709,709,Checking,Active,2018-01-26,2024-11-13
10710,710,Checking,Dormant,2021-04-02,2024-11-13
10711,711,Checking,Active,2017-12-01,2024-11-13
10712,712,Savings,Active,2014-12-08,2024-11-13
10713,713,Checking,Dormant,2022-09-09,2024-11-13
10714,714,Savings,Dormant,2017-06-19,2024-11-13
10715,715,Checking,Dormant,2021-07-27,
10716,716,Checking,Dormant,2017-10-31,2024-11-13
10717,717,Checking,Dormant,2023-09-09,
10718,718,Checking,Dormant,2019-08-02,2024-11-13
10719,719,Checking,Dormant,2021-07-18,2024-11-13
10720,720,Checking,Active,2020-09-21,2024-11-13
10721,721,Savings,Active,2019-05-16,2024-11-13
10722,722,Savings,Dormant,2022-10-16,2024-11-13
10723,723,Savings,Active,2018-03-07,
10724,724,Savings,Dormant,2016-11-15,2024-11-13
10725,725,Checking,Dormant,2023-02-18,
10726,726,Savings,Active,2024-08-17,2024-11-13
10727,727,Savings,Active,2015-03-23,
10728,728,Savings,Active,2023-06-17,2024-11-13
10729,729,Checking,Active,2015-09-06,2024-11-13
10730,730,Checking,Dormant,2023-01-30,2024-11-13
10731,731,Checking,Active,2018-06-01,2024-11-13
10732,732,Savings,Dormant,2024-06-02,2024-11-13
10733,733,Checking,Active,2016-10-07,2024-11-13
10734,734,Savings,Active,2018-06-23,2024-11-13
10735,735,Savings,Dormant,2018-03-14,2024-11-13
10736,736,Savings,Dormant,2022-07-12,2024-11-13
10737,737,Checking,Active,2023-08-07,2024-11-13
10738,738,Checking,Dormant,2020-04-09,2024-11-13
10739,739,Checking,Active,2015-07-21,2024-11-13
10740,740,Checking,Dormant,2023-02-11,
10741,741,Savings,Active,2021-07-28,2024-11-13
10742,742,Checking,Active,2020-06-11,2024-11-13
10743,743,Savings,Dormant,2015-11-15,2024-11-13
10744,744,Savings,Active,2024-03-21,2024-11-13
10745,745,Savings,Dormant,2023-07-15,2024-11-13
10746,746,Savings,Dormant,2024-10-13,2024-11-13
10747,747,Savings,Dormant,2018-06-01,2024-11-13
10748,748,Savings,Dormant,2017-11-07,
10749,749,Checking,Dormant,2022-09-09,2024-11-13
10750,750,Checking,Dormant,2018-01-31,2024-11-13
10751,751,Savings,Dormant,2019-10-26,2024-11-13
10752,752,Savings,Dormant,2016-08-02,2024-11-13
10753,753,Savings,Active,2024-02-14,2024-11-13
10754,754,Checking,Dormant,2017-11-13,2024-11-13
10755,755,Checking,Active,2020-05-19,2024-11-13
10756,756,Savings,Dormant,2024-09-25,2024-11-13
10757,757,Savings,Active,2015-06-24,
10758,758,Savings,Dormant,2018-11-01,2024-11-13
10759,759,Checking,Active,2023-01-13,2024-11-13
10760,760,Checking,Dormant,2023-10-28,2024-11-13
10761,761,Savings,Active,2015-07-10,2024-11-13
10762,762,Savings,Dormant,2021-02-20,2024-11-13
10763,763,Savings,Active,2019-01-30,2024-11-13
10764,764,Savings,Active,2018-07-17,2024-11-13
10765,765,Checking,Dormant,2019-03-12,2024-11-13
10766,766,Checking,Active,2015-03-30,2024-11-13
10767,767,Savings,Active,2017-02-19,2024-11-13
10768,768,Checking,Dormant,2021-11-03,2024-11-13
10769,769,Savings,Dormant,2023-05-08,2024-11-13
10770,770,Checking,Dormant,2016-05-19,2024-11-13
10771,771,Savings,Active,2024-07-21,2024-11-13
10772,772,Checking,Dormant,2016-06-11,2024-11-13
10773,773,Savings,Dormant,2021-07-11,2024-11-13
10774,774,Savings,Dormant,2021-05-07,2024-11-13
10775,775,Checking,Dormant,2018-05-06,2024-11-13
10776,776,Savings,Dormant,2014-11-13,2024-11-13
10777,777,Savings,Active,2022-05-29,2024-11-13
10778,778,Checking,Active,2015-03-27,2024-11-13
10779,779,Savings,Dormant,2015-05-09,2024-11-13
10780,780,Checking,Active,2021-11-08,2024-11-13
10781,781,Checking,Dormant,2014-11-15,2024-11-13
10782,782,Savings,Dormant,2022-10-28,2024-11-13
10783,783,Checking,Dormant,2020-04-11,2024-11-13
10784,784,Savings,Active,2021-05-22,2024-11-13
10785,785,Savings,Active,2019-02-20,2024-11-13
10786,786,Checking,Dormant,2020-09-23,2024-11-13
10787,787,Savings,Dormant,2017-04-05,2024-11-13
10788,788,Savings,Dormant,2023-03-10,2024-11-13
10789,789,Savings,Active,2017-05-21,2024-11-13
10790,790,Savings,Active,2015-09-27,2024-11-13
10791,791,Checking,Dormant,2024-03-16,2024-11-13
10792,792,Checking,Active,2018-02-19,2024-11-13
10793,793,Savings,Dormant,2020-01-12,2024-11-13
10794,794,Checking,Active,2024-01-17,2024-11-13
10795,795,Savings,Active,2019-11-25,2024-11-13
10796,796,Checking,Dormant,2015-11-21,2024-11-13
10797,797,Savings,Active,2021-12-06,2024-11-13
10798,798,Checking,Active,2017-08-08,2024-11-13
10799,799,Checking,Dormant,2018-02-09,2024-11-13
10800,800,Checking,Dormant,2019-04-18,2024-11-13
10801,801,Checking,Active,2015-10-31,2024-11-13
10802,802,Savings,Active,2019-12-28,2024-11-13
10803,803,Savings,Active,2020-02-18,2024-11-13
10804,804,Savings,Dormant,2016-10-25,2024-11-13
10805,805,Checking,Active,2021-09-11,2024-11-13
10806,806,Checking,Active,2017-07-28,2024-11-13
10807,807,Checking,Dormant,2020-09-17,2024-11-13
10808,808,Savings,Active,2018-09-28,2024-11-13
10809,809,Savings,Active,2023-06-06,2024-11-13
10810,810,Savings,Active,2023-03-14,2024-11-13
10811,811,Checking,Dormant,2018-09-20,2024-11-13
10812,812,Savings,Dormant,2018-04-19,2024-11-13
10813,813,Checking,Active,2018-12-28,2024-11-13
10814,814,Checking,Active,2023-06-04,2024-11-13
10815,815,Savings,Active,2017-09-13,2024-11-13
10816,816,Checking,Active,2020-01-05,2024-11-13
10817,817,Checking,Dormant,2015-04-08,2024-11-13
10818,818,Checking,Active,2024-03-13,2024-11-13
10819,819,Checking,Dormant,2016-07-01,2024-11-13
10820,820,Checking,Dormant,2016-11-01,2024-11-13
10821,821,Checking,Dormant,2014-11-19,2024-11-13
10822,822,Checking,Active,2017-04-19,2024-11-13
10823,823,Savings,Active,2015-12-13,2024-11-13
10824,824,Checking,Dormant,2017-12-29,2024-11-13
10825,825,Savings,Active,2020-03-16,2024-11-13
10826,826,Savings,Active,2022-06-13,2024-11-13
10827,827,Checking,Dormant,2018-01-22,2024-11-13
10828,828,Checking,Active,2023-06-12,2024-11-13
10829,829,Checking,Active,2015-06-02,2024-11-13
10830,830,Savings,Active,2021-12-15,2024-11-13
10831,831,Checking,Dormant,2022-09-05,2024-11-13
10832,832,Savings,Active,2016-12-10,2024-11-13
10833,833,Checking,Active,2020-04-21,2024-11-13
10834,834,Savings,Active,2021-03-08,2024-11-13
10835,835,Checking,Active,2015-04-07,2024-11-13
10836,836,Checking,Active,2022-06-26,2024-11-13
10837,837,Checking,Active,2022-08-22,2024-11-13
10838,838,Savings,Dormant,2022-01-02,2024-11-13
10839,839,Checking,Dormant,2015-02-20,2024-11-13
10840,840,Checking,Active,2015-09-09,2024-11-13
10841,841,Checking,Active,2019-02-10,2024-11-13
10842,842,Checking,Active,2015-01-12,2024-11-13
10843,843,Checking,Active,2021-02-05,2024-11-13
10844,844,Checking,Dormant,2018-02-21,2024-11-13
10845,845,Savings,Dormant,2023-04-13,2024-11-13
10846,846,Checking,Dormant,2023-06-18,2024-11-13
10847,847,Savings,Active,2024-11-11,2024-11-13
10848,848,Savings,Dormant,2021-05-20,2024-11-13
10849,849,Checking,Active,2023-01-30,2024-11-13
10850,850,Checking,Active,2020-02-29,2024-11-13
10851,851,Savings,Active,2023-04-24,2024-11-13
10852,852,Savings,Dormant,2019-07-19,2024-11-13
10853,853,Checking,Active,2017-08-25,2024-11-13
10854,854,Savings,Dormant,2016-08-14,2024-11-13
10855,855,Checking,Active,2015-10-30,
10856,856,Savings,Active,2015-04-19,2024-11-13
10857,857,Savings,Active,2016-05-26,2024-11-13
10858,858,Savings,Dormant,2021-03-03,2024-11-13
10859,859,Checking,Active,2019-06-14,2024-11-13
10860,860,Checking,Dormant,2022-05-01,2024-11-13
10861,861,Savings,Active,2017-12-17,
10862,862,Savings,Dormant,2015-05-28,2024-11-13
10863,863,Checking,Dormant,2023-01-01,2024-11-13
10864,864,Checking,Dormant,2014-12-28,2024-11-13
10865,865,Checking,Dormant,2018-01-12,2024-11-13
10866,866,Savings,Active,2022-06-14,2024-11-13
10867,867,Savings,Active,2020-03-20,
10868,868,Savings,Active,2015-03-23,2024-11-13
10869,869,Savings,Active,2018-03-17,2024-11-13
10870,870,Savings,Active,2016-11-18,2024-11-13
10871,871,Savings,Active,2014-11-23,2024-11-13
10872,872,Checking,Dormant,2015-11-15,2024-11-13
10873,873,Savings,Dormant,2020-12-26,2024-11-13
10874,874,Savings,Active,2020-01-04,2024-11-13
10875,875,Savings,Dormant,2021-09-08,
10876,876,Savings,Active,2022-12-02,2024-11-13
10877,877,Savings,Dormant,2016-12-24,
10878,878,Checking,Active,2018-12-29,2024-11-13
10879,879,Savings,Dormant,2024-03-19,2024-11-13
10880,880,Savings,Dormant,2022-07-13,
10881,881,Savings,Dormant,2014-11-26,2024-11-13
10882,882,Savings,Active,2017-05-16,2024-11-13
10883,883,Savings,Dormant,2022-10-17,
10884,884,Savings,Active,2021-03-23,2024-11-13
10885,885,Savings,Active,2023-01-20,2024-11-13
10886,886,Checking,Active,2015-09-01,
10887,887,Savings,Active,2022-07-15,2024-11-13
10888,888,Savings,Dormant,2020-05-01,2024-11-13
10889,889,Checking,Active,2016-04-27,2024-11-13
10890,890,Savings,Active,2015-12-17,2024-11-13
10891,891,Savings,Dormant,2018-09-13,2024-11-13
10892,892,Savings,Active,2018-03-26,2024-11-13
10893,893,Checking,Active,2024-10-02,2024-11-13
10894,894,Checking,Active,2024-01-26,2024-11-13
10895,895,Savings,Active,2018-12-04,2024-11-13
10896,896,Savings,Dormant,2020-03-14,2024-11-13
10897,897,Checking,Dormant,2020-01-24,2024-11-13
10898,898,Checking,Active,2024-02-02,2024-11-13
10899,899,Savings,Dormant,2018-05-03,2024-11-13
10900,900,Savings,Dormant,2021-11-26,
10901,901,Savings,Active,2023-12-09,2024-11-13
10902,902,Checking,Dormant,2024-03-01,2024-11-13
10903,903,Savings,Active,2021-07-03,2024-11-13
10904,904,Savings,Active,2021-07-19,2024-11-13
10905,905,Checking,Dormant,2020-06-19,
10906,906,Checking,Dormant,2015-08-27,2024-11-13
10907,907,Checking,Active,2015-12-26,2024-11-13
10908,908,Checking,Dormant,2021-05-21,2024-11-13
10909,909,Checking,Dormant,2019-07-20,
10910,910,Checking,Active,2018-07-31,2024-11-13
10911,911,Savings,Active,2018-02-14,2024-11-13
10912,912,Checking,Dormant,2016-10-20,2024-11-13
10913,913,Savings,Active,2019-02-18,2024-11-13
10914,914,Checking,Active,2017-12-09,2024-11-13
10915,915,Checking,Active,2018-02-03,
10916,916,Checking,Active,2023-08-01,2024-11-13
10917,917,Checking,Active,2019-01-17,2024-11-13
10918,918,Savings,Active,2022-02-20,2024-11-13
10919,919,Savings,Active,2016-03-23,
10920,920,Checking,Active,2019-03-20,2024-11-13
10921,921,Checking,Dormant,2019-12-05,2024-11-13
10922,922,Checking,Active,2015-02-26,2024-11-13
10923,923,Checking,Dormant,2021-10-31,2024-11-13
10924,924,Savings,Dormant,2018-08-07,2024-11-13
10925,925,Savings,Active,2018-05-01,2024-11-13
10926,926,Savings,Dormant,2017-05-16,2024-11-13
10927,927,Savings,Dormant,2024-01-22,
10928,928,Savings,Dormant,2015-07-14,2024-11-13
10929,929,Savings,Dormant,2016-04-22,2024-11-13
10930,930,Checking,Active,2020-06-09,2024-11-13
10931,931,Savings,Dormant,2023-07-10,2024-11-13
10932,932,Checking,Active,2017-05-29,2024-11-13
10933,933,Savings,Active,2020-12-22,2024-11-13
10934,934,Checking,Active,2022-11-06,2024-11-13
10935,935,Savings,Active,2020-05-19,2024-11-13
10936,936,Savings,Active,2017-03-18,2024-11-13
10937,937,Savings,Dormant,2018-03-13,2024-11-13
10938,938,Checking,Active,2020-02-15,2024-11-13
10939,939,Savings,Dormant,2021-01-04,2024-11-13
10940,940,Savings,Active,2023-09-07,2024-11-13
10941,941,Checking,Dormant,2018-07-08,2024-11-13
10942,942,Checking,Active,2020-01-18,2024-11-13
10943,943,Savings,Dormant,2019-05-13,2024-11-13
10944,944,Savings,Dormant,2019-09-24,2024-11-13
10945,945,Savings,Active,2023-07-11,2024-11-13
10946,946,Savings,Active,2016-10-01,2024-11-13
10947,947,Savings,Dormant,2016-04-18,2024-11-13
10948,948,Checking,Dormant,2019-12-15,2024-11-13
10949,949,Savings,Dormant,2021-12-19,
10950,950,Savings,Active,2019-03-04,2024-11-13
10951,951,Savings,Active,2015-11-30,2024-11-13
10952,952,Checking,Dormant,2021-05-01,2024-11-13
10953,953,Checking,Dormant,2020-02-07,2024-11-13
10954,954,Checking,Dormant,2022-07-05,2024-11-13
10955,955,Savings,Dormant,2016-03-27,2024-11-13
10956,956,Savings,Dormant,2019-07-29,2024-11-13
10957,957,Checking,Dormant,2022-07-10,2024-11-13
10958,958,Savings,Active,2016-12-09,2024-11-13
10959,959,Savings,Dormant,2016-09-08,2024-11-13
10960,960,Savings,Active,2016-10-23,2024-11-13
10961,961,Savings,Active,2017-01-20,2024-11-13
10962,962,Checking,Dormant,2024-07-09,2024-11-13
